term,ngram_n,document_frequency,title_document_frequency,weighted_frequency,아이템,퀘스트,몬스터,직업,시세,기타,dominant_category,category_purity,category_confidence,score,example_1,example_2,example_3
18성 유니크,2,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,하메 도전 메린이 인데 템셋 질문있슴다,4여명 깨고 4흙칠흑 vs 4여명 유지 2흙칠흑,첫해방 뉴비 렌 템진단 부탁드려요 하드메이린 잡고싶어요
30개,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,에디천장 질문있습니다.,레테 어빌 수칙 20 7 10 인데 카오스 서큘 계속 돌려야하나요..?,큐브 어디다 써야할 지 추천 부탁드려요
5보장,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,4여명 5칠흑으로 7~8만 될까요?,챌섭뉴비 템 가이드 부탁드립니다ㅠ,"다음 스펙업 질문,,"
남았고,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,챌섭 스펙업 어떻게 할까요? 미트라? 보장?,제네 플러스 어떻게 하는게 좋을까요,에테 27 vs 30
달아줄,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,"익스우, 노흉 목표 템 진로 질문좀요",챌섭 블큐 화에큐 사용처 및 챌 달성 질문
레전등업,1,7,0,8,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,미라클 대비 미트라 질문,미라클때 에테장갑 만들어볼까요?,뉴비 이번 미라클때 조언좀가능할까요?
명의,1,7,0,13,0,0,0,0,0,7,기타,1.0,1.0,2.0794415416798357,타명의 계정 재화 옮기면 정지 당하나요,본의명의 한계정 업데이트는 언제부터 들어온건가요?,"모멘텀패스 1차, 2차 각각 다른 캐릭터에 지정 가능한가요?"
받은거,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,이벤링 큐브 질문,메린이 렌 키우는데 보조무기 궁금한게 있습니다,30억 있는데 템 어떻게 보강해야할까요??
별은,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,27퍼 골클벨 분자벨 뭐살까요,템셋계획좀 봐주실수 있을까요??,흙테르넬 질문
사용해서,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,이벤링 큐브 질문,제네무기 옵션 방향성좀 알려주세요...,화에큐 어디에 쓰면 좋을지 도와주세요 ㅠ
상의 하의,2,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,4여명 5칠흑으로 7~8만 될까요?,카룻을 갈까요 에테를 갈까요?,렌 템셋고민
생각한,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,템 가성비 셋팅 질문,안녕하세요 선생님들 템 진로 고견좀 여쭙습니다,선생님들 메린이 진로 추천 부탁드리겠습니다
어떨까요,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,메린이 한 100억정도 생기면,에디 레전천장 사용처 추천부탁드려요 + 도전자 대체셋 질문,레테 윗잠 올이탈 보조(보방마) 쭉가져갈만 한가요?
에디 21퍼,2,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,환산 7~8만 목푠데 다음 메소를 어디다 써야 해야할까요?,레테 윗잠 올이탈 보조(보방마) 쭉가져갈만 한가요?,챌섭 메린이 하메를 위한 템셋팅 조언 부탁드립니다!
에디큐브,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,해방무기 추옵 VS 에디,에디셔널에 뜨는 공격력수치 패치됫나요??,카루타 11성 9퍼 공10 둘둘
윗잠 이탈,2,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,복귀 중고뉴비 대적자 코인 뭐에 써야할까요?,제네플 큐브 및 카르마 큐브 사용처 질문드립니다!,대적자 큐브 어디에 던질까요??
장기적,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,선생님들 헥사환산 몇을 목표로 잡아야할까요?,에테 27 vs 30,1억 2천만 아란 엠블렘 조언 구합니다
커포,1,7,0,9,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,스펙업 질문있어요,안녕하세요 선생님들 템 진로 고견좀 여쭙습니다,18칠흑 22여명보장 뭐가야할까요?
큐브들,1,7,0,7,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,뉴비 레테 미트라 구매 질문,제네무기 질문드립니다,렌 제네해방 윗잠 아랫잠 이대로 가면 되나요?
크주주,1,7,0,8,7,0,0,0,0,0,아이템,1.0,1.0,2.0794415416798357,헥환 8만 목표 과금 어느정도 해야할까요?,챌섭 기간중에 한부위 추천 부탁드립니다,뉴비 챌린저까지 템세팅 질문!
50개,1,10,0,10,8,0,0,0,0,2,아이템,0.8,0.7343719051785197,2.079421096350938,챌섭 블큐 화에큐 사용처 및 챌 달성 질문,보스 코인 질문이요,무기 추옵 질문
질문점,1,5,5,10,3,0,0,0,0,2,아이템,0.6,0.5090213057352097,2.078586358602106,부캐 레테 노멀 진힐라돌이까지만 키워려하는데요 시드링 질문점,하드메이린 오리진 초기화 질문점..,뉴비 에디 질문점
3번,1,7,1,8,0,0,0,1,0,6,기타,0.8571428571428571,0.6545018725454543,2.0779296473180446,동전꼽기가 운영정책 위반인지 여부,이메일 변환 명의이전 질문 잘아시는분만,선생님들 장비 프리셋 어떻게 해두셨나요?
벨로나,1,9,1,10,5,1,0,0,0,3,퀘스트,0.1111111111111111,0.492477875441112,2.075584655097876,메고수 형님들 해방무기 질문입니다!!,메린이 에디 레전 천장 어떻게 하는게 좋을까요,메린이 하드 메이린까지 진로 상담 부탁드립니다.
맞춘,1,13,0,13,10,0,0,1,0,2,아이템,0.7692307692307693,0.5722074591240006,2.074572809338488,헥환 7만 중반 ~ 8만 목표 레테 템세팅 조언 부탁드립니다.,메린이 많이 성장했지만 다시 막막해짐..,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문
완료,1,9,0,9,3,4,0,1,0,1,퀘스트,0.4444444444444444,0.8006054395276411,2.073023621710169,메잘알 선배님들 질문,뉴비가 모험미션 질문드리겠습니다!,챌섭 종료후 리프 고민
구매한,1,12,0,12,7,2,0,0,0,3,퀘스트,0.16666666666666666,0.6151554944098494,2.071396023793507,메잘알 선배님들 질문,무자본 하드메이린 방향 추천 부탁드립니다.,하프이어링 가위가 안써지는데 왜이럼?
의미,1,9,1,10,3,0,0,1,0,5,기타,0.5555555555555556,0.48824436599788523,2.0696971257869463,대적자 3페 연습모드 여는 방법,아흐... 펫장비 이전 줌서에 대한 글은 많은데...,님들 울티마 아이템 분해 질문좀...
주보돌이,1,9,1,11,3,0,0,1,0,5,기타,0.5555555555555556,0.48824436599788523,2.0696971257869463,캐릭 살려서 주보돌이로 쓰려는데,보스돌이 재화투자 질문,본캐 / 챌섭 부캐 투자우선권 질문입니다.
1번,1,13,1,16,6,0,1,1,0,5,기타,0.38461538461538464,0.29802896672958756,2.0689503546719723,이메일 변환 명의이전 질문 잘아시는분만,스펙업 질문!,메짱이 선생님들 아버 이후에 질문있습니다. 17에테 VS 18아케인(+27여명)
더스크,1,10,1,14,1,2,2,1,0,4,퀘스트,0.2,0.42742428362069657,2.0672840460046746,뉴비 검마까지 방향성 조언좀....,저 거공 먹었는데 사용해도 되나요?,챌섭 메린이 보스 현상금 코인 이벤트질문 있어요
하더라구요,1,16,0,16,10,0,0,1,0,5,아이템,0.625,0.45836502219260233,2.0659296206904605,메린이 유니온 질문있습니다,메이플 쌩뉴비 질문드려요...,자석펫 스카니아에 있으면 스카니아로 리프해야겠져?
4만,1,5,2,7,4,0,0,0,0,1,아이템,0.8,0.7343719051785197,2.06589203100555,본캐 데티해방까지 본캐만 쭉 투자해도되나요?,4만 메린이 템세팅 질문 드립니다,똥블렘 vs 미트라 고민좀용 ㅠㅠㅠㅠㅠ
골라,1,5,2,8,4,0,0,0,0,1,아이템,0.8,0.7343719051785197,2.06589203100555,유챔 하드 세렌급 보조 스펙 질문 있습니다!,에디천장 질문있습니다.,은월인데 뚝배기 잠재 뭐 골라?
리레4렙,1,5,2,8,4,0,0,0,0,1,아이템,0.8,0.7343719051785197,2.06589203100555,무보 잇는상태에서 유챔 템셋팅질문점여,리레4렙,본캐 / 챌섭 부캐 투자우선권 질문입니다.
5차,1,11,1,12,0,2,1,4,0,4,직업,0.36363636363636365,0.37637739161414463,2.0656867760550495,챌섭 쌩뉴비 여러 가지 질문 드립니다 !,메쌤들 현실적으로 챌 달성 가능한지 상태좀 봐줄수있나요,285찍고 링크스킬 추출해서 키네캐릭으로 배우려고하는데요.
보스 보상,2,4,3,7,1,0,0,0,0,3,기타,0.75,0.8127514184750242,2.0654347571470555,메린이 보스 보상 질문있습니다,선생님들 장비 프리셋 어떻게 해두셨나요?,(뉴비살려주세요 ㅜㅡㅠ) 웹 인증정보가 일치하지 않습니다. 떠서 보스 보상 못받은....
안해,1,8,1,10,3,0,0,2,0,3,직업,0.25,0.5552705120361406,2.0639408500619236,헥환 8만 목표 과금 어느정도 해야할까요?,복귀한지 하루차인데 패스 구매해도 상관없을까요?,렌 신규 6차 개방하는게 좋나요?
접고,1,13,0,14,3,1,0,5,0,4,직업,0.38461538461538464,0.5620853613371656,2.0612164111607734,대적자큐브 사용처 질문,뉴비 검마까지 방향성 조언좀....,복귀 유저 방어구 세팅 질문있습니다
2주차,1,7,2,9,5,0,0,0,1,1,시세,0.14285714285714285,0.4908465479001586,2.0609399697782504,메짱 성님들 챌섭 제네 진로점영,메린이 지금 약간 막막한데..,메린이 몽벨 시세질문
비용,1,7,2,10,5,0,0,0,1,1,시세,0.14285714285714285,0.4908465479001586,2.0609399697782504,엠작 질문,메짱이 선생님들 아버 이후에 질문있습니다. 17에테 VS 18아케인(+27여명),제네시스무기 잠재 질문드립니다(찐늅입니다ㅠㅠ)
3만점,1,7,3,11,4,0,0,1,0,2,직업,0.14285714285714285,0.3993067806407594,2.0599593687488595,챌섭 3만점 찍는데 얼마나걸려요??,지금부터 시작하는 3만점 하려면,6월말 유입 뉴비 현실적인 조언 부탁드립니다
좋은건가요,1,7,3,10,4,0,0,1,0,2,직업,0.14285714285714285,0.3993067806407594,2.0599593687488595,이게 주흔15퍼작보다 좋은건가요?,메린이 추옵고르는것좀 도와주세여,오리진 패치이후 무조건 선오리진이 좋나요?
구매해,1,6,2,10,3,0,0,0,0,3,기타,0.5,0.5913081818747175,2.0585563569030874,챌린저스 패스 vs 제네패스 플러스,뉴비입니다 메이플을 시작하고 해방퀘를 진행하는도중인데,크뎀 장갑 고민입니다 ㅠㅠ
챌섭 부캐,2,6,2,10,3,0,0,0,0,3,기타,0.5,0.5913081818747175,2.0585563569030874,본캐 / 챌섭 부캐 투자우선권 질문입니다.,챌섭 부캐 에디 레전 천장 사용처 질문,아스트라 보조 전승 질문이 있습니다.
프리미엄,1,6,2,10,3,0,0,0,0,3,기타,0.5,0.5913081818747175,2.0585563569030874,"안녕하세요 메쌤, 메형님들 뉴비 질문 몇 가지만 해도 될까요?",이 펫의 사망날을 11월 27일로 밎추고 싶습니다.,챌섭 266레벨 40퍼인데 EXP 패스 블농이랑 EXP쿠폰 언제 사용하나요?
채우고,1,10,1,12,3,1,2,0,0,4,몬스터,0.2,0.41975076021814306,2.0561707752772747,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,님들 282렙 86000점인데 챌 하려면,메제 채우고 계속 사냥하실때 재획비 드시나요?
18퍼,1,14,0,15,12,0,2,0,0,0,몬스터,0.14285714285714285,0.5183300630449865,2.0558570162842535,와헌 템셋팅 질문 드립니다.,템세팅 조언 부탁드립니다,이지 대적자가 안잡혀서 다음 템세팅 조언좀요..
에디 천장,2,9,1,10,7,0,0,0,1,1,아이템,0.7777777777777778,0.4774290828276949,2.054656342832659,제네무기 vs 미트라 에디,요즘 화에큐 레전 에디 천장 얼마임?,대적자 큐브 질문
감이,1,20,0,20,14,1,1,0,1,3,아이템,0.7,0.3493379390475772,2.0540448157509146,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다!,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,하이퍼버닝 캐릭 삭제 고민
사야되나요,1,5,3,8,4,0,1,0,0,0,몬스터,0.2,0.6174687789950676,2.051703573025661,제네시스 패스 플러스 뭐 사야되나요?,레테 쿨뚝 질문,코인 4500개 남았는데 이벤링레전주문서 사야되나요
레전3줄,1,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문,레테 카루타 템셋팅 질문드립니다 도와주세요,챌섭 하드메이린 최소컷만큼 템셋 질문이요
많은데,1,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,지난주에 챌섭 시작한 뉴비인데 제네시스 패스 사도 되나요?,아흐... 펫장비 이전 줌서에 대한 글은 많은데...,메고수 형님들 뉴비 스펙업 도움
안녕하십니까,1,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,메이플 대장장이 컨텐츠질문!,대적자 코인 쓸 곳 질문드립니다.,아직도 본캐를 못정한 유저 조언부탁드립니다
에유잠,1,7,1,9,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,"메린이 레잠 2개, 에유잠 1개 사용처 질문",카레잠 질문있어요,제네시스 해방무기 옵션 질문 드립니다.
잡다,1,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,메이플 쌩뉴비 질문드려요...,칠흑 상자에서 마깃안 먹었는데 팔까요 쓸까요,복귀 뉴비 질문...
하루 사냥,2,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,2석펫 vs 쌍레 보조 맞추기 고민됩니다,"""자석펫 장착 vs 팔고 템셋팅""",아이템 뭐부터 맞출까요?
할수,1,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,에테 27 vs 30,안녕하세요...메이플 시작 3주차인데..,프악공 대신에 놀긍혼 1장 바르는게 낫지 않나
해주시면,1,7,1,8,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,메린이 에디 레전 천장 어떻게 하는게 좋을까요,진짜 찐 뉴비 템세팅,메린이 진로 상담(1억 목표)
확정,1,7,1,10,5,0,0,0,0,2,아이템,0.7142857142857143,0.6334194966998262,2.0514517722956764,아흐... 펫장비 이전 줌서에 대한 글은 많은데...,쌤들!! 이거 윗잠 vs 추옵 중에서 뭐 돌릴까요?,내부 드랍 24라는 게 이거 맞나요?
되는지,1,19,0,21,9,0,0,1,1,8,기타,0.42105263157894735,0.3689461307946867,2.0504980523892526,솔 에르다기운 관해서 궁금한게 있습니다.,복귀뉴비라서 아이템 가격 질문 드립니다,메짱 친구들아 뉴비 템 견적 어디까지 됨..?
직업 레테입니다,2,8,0,8,4,0,4,0,0,0,몬스터,0.5,0.865891750398633,2.0498916063123875,선생님들 메린이 질문 하나 잇습니다,노말 진힐라 258퍼 인데 너무 힘들어요...,레전 잠재 하트 말고 어디에 쓸까요?
30일,1,6,1,7,3,0,2,0,0,1,몬스터,0.3333333333333333,0.7438484321981297,2.04950215417617,딱 5만원만 지른다면 뭐 살까요?,부티크 관련 질문입니다,달콤한 정령 30일 상자까고 캐시보관함 이동 가능한가요
200레벨,1,6,1,8,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,메린이 유니온 질문있습니다,카레잠 질문있어요,"250,200레벨 달성비약 어디다가 써야하나요??"
기록,1,6,1,9,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,선생님들 이런 추옵도 팔릴까요?,추가옵션 기록 보는법,아케인22성 장갑 시세좀 알려주실분
않는,1,6,1,8,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,동전꼽기가 운영정책 위반인지 여부,18살 본섭에서 길드가입이 현실적으로 가능할지가 궁금합니다.,메린이 제네시스 무기 질문해봅니다
유입입니다,1,6,1,7,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,285 찍으면 어떤 링크부터 3레벨 찍어줘야 하나요??,챌섭 유입 스펙업 질문있습니다.,메이플 파티플 질문
이럴,1,6,1,7,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,길드 분위기 알아보는 법...,메린이 100억으로 뭘해야될까요?,아이템 실수로 버렸을시 복구
정리,1,6,1,8,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,본섭에 유니온 만들려는데 고민상담좀 해주십쇼..,메이린 배율관련 질문드립니다 저 진짜 정리 잘해놨어요 함만 봐주세요 ㅠㅠ,카룻을 갈까요 에테를 갈까요?
챌린저 가능할까요,2,6,1,8,2,0,0,0,0,4,기타,0.6666666666666666,0.7431724270758142,2.048707661989327,챌섭 챌린저 질문,챌린저 목표 템셋 질문 드립니다,챌섭뉴비 챌린저달고싶은데 뭐해야할까요
달에,1,16,0,16,9,2,0,2,0,3,퀘스트,0.125,0.44612365030387796,2.048588411598116,이 펫의 사망날을 11월 27일로 밎추고 싶습니다.,복귀를 해볼까 하는데요! 조언 좀 부탁드리겠습니다ㅎㅎ,템진로 고민과 조언이 필요합니다 .
옛날,1,20,0,21,8,0,1,3,0,8,직업,0.15,0.3455993289733459,2.0483536746224664,메이플 미리보기 나만 이상함??,본섭 유니온 질문있습니다,복귀 유저 방어구 세팅 질문있습니다
같나요,1,8,2,10,3,1,0,0,1,3,퀘스트,0.125,0.4007056176225462,2.0460064612047475,자석펫 스카니아에 있으면 스카니아로 리프해야겠져?,형님들 리프 언제 해야하나요?,이번 미라클 지나고 9월 16일 전에 미라클 한 번 더 할려나요?
기타,1,6,2,8,4,0,0,0,0,2,아이템,0.6666666666666666,0.5802430494260673,2.044242222782751,메린이 하드메이린 잡으려면 어떻게 세팅해야 할까요…,메이플 파티플 질문,메린이입니다. 훈수를 부탁합니다.
미라클타임,1,6,2,9,4,0,0,0,0,2,아이템,0.6666666666666666,0.5802430494260673,2.044242222782751,햄들 스펙업 조언좀 부탁드림다...,메린이 챌섭 미라클 타임 문의,미라클 타임.. 엠블 vs 하트
제네 패스 플러스,3,6,2,8,4,0,0,0,0,2,아이템,0.6666666666666666,0.5802430494260673,2.044242222782751,메린이 해방무기 윗잠 질문,4만 메린이 템세팅 질문 드립니다,님들 제네 패스 플러스 산 사람이랑 안 산사람 같이 파티해서
